"held","common","latin","hue","visual","water","aspect","soil","prune","source","peak","order","bench","root","trade","retail","margin","type","shrink","returnRisk","pots","cvs","hardiness","resilience","uses","size","pest","seasonalImpact","growthSpeed","pestRisk","thirst","careLevel","sunNeed","sunMin","toxicity","compliance","hardinessNote","foliage","rootSize","stockForm","pollination","clay"
"0","Boston Ivy 'Lowii'","Parthenocissus tricuspidata 'Lowii'","0","Self-clinging deciduous climber with small deeply lobed bright-green leaves that turn orange-red and purple in autumn.","Moist but well-drained","Any aspect","Fertile, well-drained; Self-clinging: check walls and masonry first","Pruning group 11; prune in early winter and trim in summer if necessary.","","Sep-Nov","","","","","","","","","","","'Lowii'","H5","Robust climber with good tolerance of sun and shade.","Walls, fences, wildlife gardens, screening and autumn foliage displays.","2.5-4m H × 1.5-2.5m W","","","15","5","10","6","60","20","Harmful if eaten; sap can irritate skin.","","Hardy throughout most UK conditions.","deciduous","","","",""
"0","White Spruce 'Echiniformis'","Picea glauca 'Echiniformis'","150","Very slow-growing dwarf evergreen conifer forming a dense, squat rounded mound with fine grey-green needles.","Moist but well-drained","East / South / West","Acid to neutral, drained; Avoid drought and waterlogging","No regular pruning required.","","Jan-Dec","","","","","","","","","","","'Echiniformis'","H7","Very hardy, compact and low maintenance once established.","Rock gardens, gravel gardens, containers, dwarf conifer collections and edging.","0.1-0.5m H × 0.5-1m W","","","4","5","9","3","90","60","","","Extremely hardy and suitable for exposed UK conditions.","evergreen","","","",""
"0","Monkey Puzzle","Araucaria araucana","120","Stately evergreen architectural tree with tiered branches densely clothed in sharply pointed triangular dark-green leaves.","Moist but well-drained","East / South / West","Well-drained, fertile; Needs space; shelter young from cold wind","Pruning group 1; generally leave unpruned except for damaged branches.","","Jan-Dec","","","","","","","","","","","","H7","Very robust and generally pest-free; tolerant of a range of well-drained soils.","Architectural specimen, large gardens and landscape planting.","Over 12m H × Over 8m W","","","8","2","9","4","85","55","","","Extremely hardy once established.","evergreen","","","",""
"0","Cape Sundew","Drosera capensis","340","Small carnivorous perennial forming rosettes of long spoon-shaped leaves covered in sticky red or pink glandular hairs that trap insects, with delicate pink flowers.","Poorly drained / permanently moist","South","Acid carnivorous compost; Rainwater only; never fertilised compost","No pruning required; remove dead flower stems and foliage if necessary.","","Apr-Oct","","","","","","","","","","","","H3","Easy carnivorous plant when kept permanently moist in acidic nutrient-poor conditions.","Carnivorous plant collections, bog gardens, terrariums, conservatories and greenhouses.","0.1-0.5m H × 0.1-0.5m W","","","12","1","20","12","90","65","","","Tender in much of the UK; grow under glass or indoors where frost is expected.","evergreen","","","",""
"0","Californian Lilac 'Cool Blue'","Ceanothus thyrsiflorus 'Cool Blue'","210","Evergreen variegated shrub with arching branches, glossy green leaves edged creamy white and clusters of small blue flowers in spring.","Well-drained","South / West","Fertile, very well-drained; Avoid waterlogging, cold winds, thin chalk","Pruning group 8; prune after flowering.","","Apr-Jun","","","","","","","","","","","'Cool Blue'","H4","Drought resistant once established and tolerant of coastal conditions.","Wall-side borders, Mediterranean planting, coastal gardens, shrub borders and wildlife gardens.","1.5-2.5m H × 1.5-2.5m W","","","15","5","6","7","95","75","","","Best in sheltered UK gardens.","evergreen","","","",""
"0","Oak-leaved Hydrangea 'Ice Crystal'","Hydrangea quercifolia 'Ice Crystal'","0","Compact rounded deciduous shrub with deeply lobed oak-like leaves and large dense upright white flower panicles that become pink tinged with age.","Moist but well-drained","Any aspect","Moist but drained loam; Keep moist in sun; improve shallow chalk","Pruning group 1; prune only lightly after flowering if required.","","Jul-Oct","","","","","","","","","","","'Ice Crystal'","H5","Reliable shrub provided soil does not dry excessively.","Shrub borders, woodland gardens, containers, cottage gardens and cut flowers.","1-1.5m H × 1-1.5m W","","","10","7","15","8","60","30","Potential skin allergen; harmful if eaten by pets.","","Hardy in most UK gardens.","deciduous","","","",""
"0","Japanese Maple 'Taylor'","Acer palmatum 'Taylor'","340","Small slow-growing deciduous tree with five-lobed leaves opening pale pink, becoming green with a distinctive white margin and turning lime green in autumn.","Moist but well-drained","East / West","Humus-rich, well-drained; Shelter from wind, hot sun and late frost","Pruning group 1; little pruning required beyond removing damaged or crossing branches.","","Apr-Oct","","","","","","","","","","","'Taylor'","H6","Reliable once established but foliage can scorch in drought, heat or exposed sites.","Patio containers, Japanese gardens, woodland planting, small gardens and specimen planting.","1.5-2.5m H × 1.5-2.5m W","","","6","6","13","8","45","20","","","Hardy throughout the UK when grown in a sheltered position.","deciduous","","","",""
"0","Panicle Hydrangea 'Pink & Rose'","Hydrangea paniculata 'Pink & Rose'","340","Deciduous flowering shrub producing large conical panicles of creamy-white flowers that mature through pink to deeper rosy tones.","Moist but well-drained","East / South / West","Humus-rich, well-drained; Keep moist in sun; never waterlogged","Pruning group 4; cut back hard in late winter or early spring to a framework of healthy buds.","","Jul-Oct","","","","","","","","","","","'Pink & Rose'","H6","Robust and reliable hydrangea; tolerates more sun than many other hydrangeas provided moisture is maintained.","Shrub borders, cottage gardens, woodland-style planting, specimen planting, cut flowers and containers.","1.5-2.5m H × 1.5-2.5m W","","","13","6","16","8","65","35","Harmful if eaten.","","Hardy throughout the UK.","deciduous","","","",""
"0","Solimutata Begonia","Begonia soli-mutata","120","Tender rhizomatous begonia grown primarily for its striking foliage, with asymmetrical heart-shaped leaves marked in silvery green, dark green and reddish tones and contrasting red undersides.","Moist but well-drained","North / East / West","Humus-rich, well-drained; No waterlogging, no harsh sun, never dry","Remove dead or damaged leaves and stems as required; pinch growing tips to maintain a compact shape.","","Jan-Dec","","","","","","","","","","","","H1c","Good indoor foliage plant when humidity, warmth and consistent moisture are maintained.","Houseplant, terrarium, conservatory and heated greenhouse.","0.1-0.5m H × 0.1-0.5m W","","","12","10","15","12","35","15","Harmful if eaten; sap may irritate the skin.","","Tender tropical plant; grow indoors or under heated protection in the UK.","evergreen","","","",""
"0","Silk Tree 'Summer Chocolate'","Albizia julibrissin 'Summer Chocolate'","330","Small deciduous tree with an open spreading crown, finely divided chocolate-purple foliage and fluffy pink powder-puff flowers in summer.","Moist but well-drained","South / West","Fertile, well-drained; Warm shelter; protect young trees from frost","Pruning group 1; little pruning required beyond removing dead, damaged or crossing branches.","","Jul-Aug","","","","","","","","","","","'Summer Chocolate'","H4","Tolerates heat and some drought once established, but young plants need protection and reliable moisture.","Specimen tree, warm sheltered borders, courtyard gardens, patio planting and exotic-style gardens.","2.5-4m H × 2.5-4m W","","","10","4","9","10","95","75","","","Borderline hardy in much of the UK; best grown against a warm sheltered wall or in a protected southern garden.","deciduous","","","",""
"0","Shrubby Germander","Teucrium fruticans","210","Small aromatic leaves, silver beneath · white woolly young shoots · pale blue flowers","Regular while establishing, then sparingly","South / West","Free-draining, alkaline OK; Heavy winter wet kills it; needs shelter","Trim in spring to shape · do not cut back into old bare wood","","Jun-Aug","","","","","","","","","","","","H3","Drought tolerant and near pest-free · cold and winter wet are the risks","Mediterranean and coastal planting · sunny borders · warm wall-side","1-1.5m H × 1-1.5m W","","","12","2","5","8","100","80","Harmful if eaten. Wear gloves and protective equipment when handling.","","Hardy in coastal and relatively mild parts of the UK, approximately -5 to 1°C. In colder areas grow against a warm sheltered wall or provide winter protection.","Evergreen; small aromatic dark green leaves with conspicuously silvery-white undersides.","","","",""
"0","Tree Mallow 'Rosea'","Malva × clementii 'Rosea'","335","Grey downy leaves and stems · large soft pink mallow flowers all summer","Water while establishing · sparingly after that","South / West","Well-drained, any pH; Winter wet is what kills it","Cut hard back in spring to a low permanent framework","","Jun-Sep","","","","","","","","","","","Rosea","H5","Fast and very free-flowering · shrubby mallows are often short-lived","Sunny borders · cottage gardens · pollinators · fast summer colour","1.5-2.5m H × 1.5-2.5m W","","","18","5","8","7","95","75","","","Hardy in most UK locations, approximately -15 to -10°C; shelter from severe cold winds is beneficial.","semi-evergreen","","","",""
"0","Walberton’s Silver Dormouse","Brachyglottis Walberton’s Silver Dormouse ('Walbrach')","55","Dense mound of bright silver felted leaves · yellow daisies above it in summer","Water while establishing, then sparingly","South / West","Any free-draining soil; Winter wet at the roots is the killer","Light trim after flowering keeps it dense and compact","","Jun-Aug","","","","","","","","","","","Walbrach","H4","Evergreen and drought tolerant · earns its place on hot dry ground","Coastal and gravel gardens · sunny borders · pots · silver schemes","0.5-1m H × 1-1.5m W","","","10","2","6","5","95","75","","","Hardy through most of the UK, approximately -10 to -5°C; shelter is beneficial in colder districts.","evergreen","","","",""
"0","Siberian Bugloss 'Jack Frost'","Brunnera macrophylla 'Jack Frost'","210","Shade perennial with heart-shaped silver leaves intricately veined green and sprays of tiny vivid blue spring flowers.","Keep moist during establishment and dry periods.","North / East","Humus-rich, moist, drained; Sun and dry soil scorch the foliage","Remove tired foliage and spent flower stems as required.","","Mar-May","","","","","","","","","","","'Jack Frost'","H6","Very hardy and generally trouble-free.","Shade borders, woodland planting and ground cover.","0.1–0.5 m H × 0.5–1 m W","","","12","2","13","4","25","5","","","Hardy throughout the UK, approximately -20 to -15°C.","Herbaceous; silver heart-shaped leaves with green veins.","","","",""
"0","Golden Creeping Jenny","Lysimachia nummularia 'Aurea'","55","Dense carpet of trailing stems in rounded gold-green leaves · small yellow cups","Never let it dry out · thrives in wet ground","East / South / West","Moist, humus-rich, any pH; Roots as it runs · will swamp small plants","Cut back the running stems whenever it outgrows its patch","","Jun-Aug","","","","","","","","","","","Aurea","H6","Very hardy and vigorous · establishes fast wherever it stays damp","Ground cover · pond margins and bog gardens · banks · trailing from pots","0.1-0.5m H × 1-1.5m W","","","18","3","17","4","60","30","","","Hardy throughout the UK and northern Europe, approximately -20 to -15°C.","semi-evergreen","","","",""
